epoch,train_loss,train_acc,train_precision,train_recall,train_f1,val_loss,val_acc,val_precision,val_recall,val_f1,train_time_sec,val_time_sec,params,macs,flops
1,1.2482680201530456,0.453125,0.3691399592408056,0.453125,0.38745310630103347,1.1517058610916138,0.5,0.40372453734522706,0.5,0.4300614982835239,4.612821102142334,0.4718017578125,4391304,163454976.0,326909952.0
2,1.13112473487854,0.54375,0.4906972079214941,0.54375,0.48227979203331556,1.1056677500406902,0.525,0.4029402709359606,0.525,0.44503710575139144,4.587403297424316,0.47986578941345215,4391304,163454976.0,326909952.0
3,1.089290624856949,0.590625,0.6284134174873014,0.590625,0.5319623681457579,1.0638320446014404,0.5625,0.6607142857142857,0.5625,0.5088951266688683,4.576936721801758,0.4776935577392578,4391304,163454976.0,326909952.0
4,1.0363016664981841,0.603125,0.7066795777322092,0.603125,0.5359060153342112,1.0152922868728638,0.5875,0.6730769230769231,0.5875,0.5539855072463769,4.563812732696533,0.47258591651916504,4391304,163454976.0,326909952.0
5,0.9677917540073395,0.628125,0.6561213402644192,0.628125,0.584253986447542,0.9736650784810384,0.6,0.6896091811414392,0.6000000000000001,0.5552323103154305,4.615831136703491,0.4760289192199707,4391304,163454976.0,326909952.0
6,0.9263749361038208,0.6375,0.6459119207139701,0.6375000000000001,0.5985220236932727,0.9091945091883341,0.65,0.6772874493927126,0.6499999999999999,0.6418060200668897,4.584670305252075,0.4737727642059326,4391304,163454976.0,326909952.0
7,0.8699699819087983,0.6875,0.6927272727272727,0.6875,0.6750640040962621,0.8895717263221741,0.7,0.7523684210526316,0.7,0.7002787068004459,4.608413457870483,0.4693286418914795,4391304,163454976.0,326909952.0
8,0.7935200989246368,0.734375,0.7379381542302891,0.734375,0.7272547964855658,0.8117343584696451,0.7375,0.7871543778801843,0.7375,0.7300040250704388,4.636329889297485,0.47801733016967773,4391304,163454976.0,326909952.0
9,0.7174839198589325,0.775,0.7858909151253639,0.775,0.7710444997472663,0.7150940696398417,0.7625,0.770748987854251,0.7625,0.7552447552447553,4.569835901260376,0.4789445400238037,4391304,163454976.0,326909952.0
10,0.6775892317295075,0.78125,0.7802148139241389,0.78125,0.7769423122092165,0.6984397371610006,0.775,0.820952380952381,0.7749999999999999,0.7650010541851149,4.58516526222229,0.5009722709655762,4391304,163454976.0,326909952.0
11,0.6256051480770111,0.80625,0.8063853091700401,0.80625,0.8020468764467018,0.6685627301534017,0.7875,0.8105555555555555,0.7875000000000001,0.7807748538011696,4.588582515716553,0.5032308101654053,4391304,163454976.0,326909952.0
12,0.5555006057024002,0.85,0.8511934634170952,0.8499999999999999,0.8458145363496653,0.621310830116272,0.8125,0.8418518518518519,0.8125,0.8065610512419022,4.581487655639648,0.4765026569366455,4391304,163454976.0,326909952.0
13,0.5407153576612472,0.846875,0.8439691027926322,0.846875,0.8439698954130194,0.6355976661046346,0.825,0.8454326923076922,0.825,0.8171387790953007,4.584342002868652,0.4798305034637451,4391304,163454976.0,326909952.0
14,0.49762101471424103,0.86875,0.8730086783850599,0.8687499999999999,0.864341035750192,0.5964071452617645,0.825,0.840224358974359,0.825,0.8190146809712027,4.558614015579224,0.5050101280212402,4391304,163454976.0,326909952.0
15,0.49872004687786103,0.859375,0.8566822906803022,0.859375,0.8553211488082239,0.5829575657844543,0.825,0.8511387163561077,0.825,0.817962620736485,4.567410469055176,0.4684736728668213,4391304,163454976.0,326909952.0
16,0.43730865716934203,0.875,0.8769513016365011,0.875,0.8708985313705517,0.5176758766174316,0.8125,0.8082643202208419,0.8125,0.8007555939552483,4.6735007762908936,0.4711122512817383,4391304,163454976.0,326909952.0
17,0.4062116235494614,0.903125,0.9045593201327701,0.903125,0.9009071919050143,0.5271862745285034,0.85,0.8647597254004576,0.85,0.8440577510344952,4.619992733001709,0.474010705947876,4391304,163454976.0,326909952.0
18,0.38462372571229936,0.9,0.8985259136166563,0.9,0.8977078475793605,0.5649077395598093,0.8125,0.8125000000000001,0.8125,0.8018759018759019,4.575415849685669,0.4852111339569092,4391304,163454976.0,326909952.0
19,0.3705730676651001,0.9,0.9008669202209909,0.9,0.897037033348383,0.49885422984759015,0.85,0.8703416149068324,0.85,0.8447216779250245,4.579631328582764,0.46735358238220215,4391304,163454976.0,326909952.0
20,0.36415587961673734,0.909375,0.9094314108718305,0.909375,0.9072415515966703,0.5067817668120066,0.8375,0.8585497835497835,0.8375,0.832196089818041,4.587116241455078,0.4725964069366455,4391304,163454976.0,326909952.0
