epoch,train_loss,train_acc,train_precision,train_recall,train_f1,val_loss,val_acc,val_precision,val_recall,val_f1,train_time_sec,val_time_sec,params,macs,flops
1,1.3360396509170531,0.4295,0.423025206887358,0.4295,0.42102518942347505,1.1680727563798428,0.469,0.4970746736639112,0.469,0.4575801066228613,62.79623508453369,7.053864240646362,6841130,252979520.0,505959040.0
2,1.0309051003456116,0.5865,0.5835531870973935,0.5865,0.579947378062904,0.996275557205081,0.602,0.6010246933246763,0.6020000000000001,0.5960697541170498,62.46046447753906,6.797428369522095,6841130,252979520.0,505959040.0
3,0.8673427968025208,0.6665,0.664627927601738,0.6664999999999999,0.662203393577476,0.7630755417048931,0.711,0.7111117310114347,0.711,0.7085534095285705,62.628543853759766,6.633042812347412,6841130,252979520.0,505959040.0
4,0.7098513007164001,0.7445,0.7451350931440786,0.7445,0.7417137599765822,0.6632194565609097,0.734,0.7640793509268702,0.734,0.7347680790554341,62.31698822975159,6.991002321243286,6841130,252979520.0,505959040.0
5,0.5865102765560151,0.791,0.7917859851614666,0.791,0.7897956376302545,0.4749248996376991,0.828,0.8405178090007691,0.8280000000000001,0.823525109295457,62.89477276802063,6.78963828086853,6841130,252979520.0,505959040.0
6,0.451140655875206,0.84675,0.8481346777138785,0.8467500000000001,0.8457572721256852,0.36664262553676963,0.875,0.8771388771290691,0.875,0.8746048273912835,62.571510553359985,6.607501268386841,6841130,252979520.0,505959040.0
7,0.3343293027877808,0.892,0.8927381283821493,0.8919999999999998,0.8916268584903358,0.3285430856049061,0.892,0.8927202495509027,0.892,0.8907314808110582,63.31670308113098,6.785529375076294,6841130,252979520.0,505959040.0
8,0.2607884114384651,0.9165,0.9169065739472627,0.9164999999999999,0.9162700058893227,0.2428953442722559,0.918,0.9210259954039166,0.9179999999999999,0.9172263450594313,62.16636347770691,6.953333139419556,6841130,252979520.0,505959040.0
9,0.21865237224102022,0.934,0.9341246434281889,0.9339999999999999,0.9338617353693117,0.2548031995538622,0.906,0.9185806616010913,0.906,0.9071878265057229,63.59057354927063,6.563038110733032,6841130,252979520.0,505959040.0
10,0.18554400163888932,0.94425,0.9441281846613785,0.9442499999999999,0.9440591027980421,0.2568751625949517,0.922,0.934534022029549,0.922,0.9203790092493362,62.77427077293396,6.777281284332275,6841130,252979520.0,505959040.0
11,0.14524482482671738,0.96,0.9598979428333276,0.96,0.9599291883710626,0.22540492250118405,0.927,0.9368260399743507,0.9269999999999999,0.924888613981458,62.55661082267761,6.760868072509766,6841130,252979520.0,505959040.0
12,0.12339259859919548,0.96375,0.9636042815355225,0.9637500000000001,0.9636272215530888,0.19682325329631567,0.946,0.9514646561165225,0.9460000000000001,0.9458991636761278,62.503122091293335,6.746354818344116,6841130,252979520.0,505959040.0
13,0.12761884304881096,0.96275,0.9626402484803522,0.96275,0.9626737974064324,0.18006384500768036,0.946,0.9467715451030246,0.9460000000000001,0.9457072043788595,62.40942358970642,6.65082049369812,6841130,252979520.0,505959040.0
14,0.09411660434305667,0.974,0.9739543405912352,0.974,0.9739551991536958,0.15255138673819602,0.946,0.9508516226526023,0.946,0.9451243185477894,62.43177032470703,6.963165521621704,6841130,252979520.0,505959040.0
15,0.08072132240235806,0.97775,0.9776508800032733,0.97775,0.9776802666974724,0.12183200844447128,0.959,0.9616656311523301,0.959,0.9589634872531049,62.668033599853516,6.622847318649292,6841130,252979520.0,505959040.0
16,0.06961915084719658,0.98075,0.9807068720513932,0.9807500000000001,0.9807031606065861,0.10755635140230879,0.97,0.9709177434171125,0.97,0.9698898438258885,63.10214567184448,6.703868627548218,6841130,252979520.0,505959040.0
17,0.07068250703811646,0.9825,0.9824578903148018,0.9824999999999999,0.9824587005172724,0.15499321729294024,0.96,0.9645125103643369,0.96,0.9597148677337957,62.41250944137573,6.692156553268433,6841130,252979520.0,505959040.0
18,0.04573029525205493,0.98975,0.9897681799669732,0.9897500000000001,0.9897301767437044,0.15106771240243688,0.957,0.9617538406440456,0.9570000000000001,0.9566738799412953,63.25299072265625,6.683708190917969,6841130,252979520.0,505959040.0
19,0.056893774464726446,0.9875,0.9874715604179055,0.9875,0.9874737693064464,0.07996397104579955,0.979,0.9796582015670218,0.9789999999999999,0.9789544092351488,62.75226974487305,6.571668863296509,6841130,252979520.0,505959040.0
20,0.05744563583657145,0.9865,0.9865199158773889,0.9865,0.9864890110078072,0.0988605972379446,0.973,0.9746458104273902,0.9730000000000001,0.9729985637964094,63.58352065086365,6.869179725646973,6841130,252979520.0,505959040.0
